,brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
1641,Subaru,Forester,2010,"$4,995",na,na,Used,"SUV, Crossover",na,na,na,"240,000",na,"Toronto, ON M6S 5B1"
1642,Ford,Transit,2021,"$47,999.99",Silver,na,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"35,000",na,na
1643,Toyota,Corolla,2015,"$9,400",na,na,Used,Sedan,na,na,na,265,https://www.carproof.com/order?ref=kijiji&vin=2T1BURHE7FC296649,"2360 Dundas St W, Toronto, ON M6P"
1644,Nissan,Sentra,2016,"$10,450",Grey,Other,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"201,767",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP7GL673807,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1645,Ford,Fusion,2013,"$11,990",White,4dr Sdn SE FWD,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"128,000",na,na
1646,BMW,3-Series,2006,"$4,500",Blue,325i,Used,Sedan,Rear-wheel drive (RWD),Other,Gasoline,"197,000",na,na
1647,Toyota,Corolla,2020,"$27,588",Red,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"27,392",na,"3300 Steeles Avenue East, Markham, ON, L3R 1G9"
1648,Toyota,Other,2018,"$32,988",White,Upgrade,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"53,894",na,na
1649,Toyota,Tundra,2016,"$39,588",White,SR5 5.7L V8,Used,Other,4 x 4,Automatic,Gasoline,"92,832",na,"3300 Steeles Avenue East, Markham, ON, L3R 1G9"
1650,Toyota,Other,2021,"$38,688",Grey,Other,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"24,408",na,na
1651,Toyota,Other,2022,"$42,288",White,Upgrade,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"46,006",na,"3300 Steeles Avenue East, Markham, ON, L3R 1G9"
1652,Mercedes-Benz,GLC,2018,"$45,895",Blue,GLC300 4MATIC,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"45,500",https://www.carproof.com/order?ref=kijiji&vin=WDC0J4KB6JF367738,na
1653,Dodge,Grand Caravan,2018,"$18,950",White,SXT Premium Plus,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Other,"175,090",https://www.carproof.com/order?ref=kijiji&vin=2C4RDGBGXJR172848,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
1654,BMW,3-Series,2011,"$6,900",Black,328i AWD X1-DRIVE,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"248,000",na,na
1655,Honda,Civic,2013,"$9,950",Black,ex,Used,Sedan,na,Automatic,na,"180,000",na,"Toronto, ON M1C"
1656,Ford,F-150,2013,"$20,995",Blue,XLT,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"133,500",https://www.carproof.com/order?ref=kijiji&vin=1FTFW1EF8DFA32774,"Scarborough, ON M1P 3T2"
1657,Hyundai,Sonata,2011,"$7,990",Blue,4dr Sdn 2.4L Auto Limited,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"189,000",na,na
1658,Hyundai,Elantra,2020,"$21,190",Blue,"Preferred W/ Apple CarPlay, Android Auto, Blind Spot",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"92,587",na,na
1659,Acura,ILX,2019,"$22,890",Silver,"Premium W/ Adaptive Cruise Control, CarPlay, Blind Spot",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"66,208",na,na
1660,Dodge,Grand Caravan,2017,"$20,990",Red,"SE Canada Value Package W/Cruise Control, Dual Zone Climate",Used,Other,Front-wheel drive (FWD),Automatic,Other,"59,996",na,na
1661,Honda,Accord,2015,"$24,490",Black,"Touring W/ Heated Front/Rear Seats, Nav, LaneWatch",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"86,533",na,na
1662,Volkswagen,Golf,2017,"$20,490",White,"AWD W/ Rearview Cam, Apple CarPlay, Bluetooth",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"159,157",na,na
1663,Ford,Fusion,2018,"$19,690",Silver,"SE W/ Navigation, Backup Camera",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"67,498",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
1664,Mazda,3,2017,"$19,890",White,"GT W/ Premium Package, Nav, HUD",Used,Sedan,Front-wheel drive (FWD),Manual,Other,"79,818",na,na
1665,BMW,3-Series,2006,"$4,000",na,na,Used,Sedan,na,na,na,"300,000",na,"1875 Steeles Ave W, Toronto, M3H 5Y4"
1666,Chevrolet,Cruze,2018,"$17,999",Blue,"LT MODEL, REARVIEW CAMERA, HEATED SEATS, POWER SEA",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"129,399",https://www.carproof.com/order?ref=kijiji&vin=1G1BE5SM5J7183548,"3675 Keele Street, Toronto, ON, M3J 1M6"
1667,Subaru,WRX,2021,"$47,750",Silver,STi,Used,Sedan,All-wheel drive (AWD),Manual,Other,"13,034",https://www.carproof.com/order?ref=kijiji&vin=JF1VA2U65M9816965,"2001 Ontario Street East, Stratford, ON, N5A 6S5"
1668,Chevrolet,Silverado 1500,2015,"$24,999",White,Crew Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"168,590",https://www.carproof.com/order?ref=kijiji&vin=3GCUKPEC2FG360950,na
1669,Kia,Rio,2009,"$4,800",White,na,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"133,000",na,na
1670,Nissan,Rogue,2018,"$24,995",Grey,AWD SV,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"142,455",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MV9JC779441,na
1671,Honda,HR-V,2020,"$29,888",White,Sport,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"60,701",na,na
1672,Toyota,RAV4,2018,"$27,300",Grey,LE WITH UPGRADED PKG | ALLOW WHEELS | HEATED SEATS,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"67,479",na,na
1673,Dodge,Journey,2011,"$7,990",Silver,FWD 4dr Canada Value Pkg,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"158,000",https://www.carproof.com/order?ref=kijiji&vin=3D4PG4FB9BT517977,na
1674,Mercedes-Benz,GL-Class,2013,"$23,985",White,//AMG | NAVI | PANO | XENON,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"173,120",https://www.carproof.com/order?ref=kijiji&vin=4JGDF7CE0DA208228,na
1675,Hyundai,Tucson,2018,"$20,550",White,SE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"149,204",na,na
1676,Chevrolet,Trax,2019,"$25,500",na,Premier,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"25,198",https://www.carproof.com/order?ref=kijiji&vin=3GNCJRSBXKL125873,na
1677,Subaru,BRZ,2022,"$38,585",White,Sport-tech Manual &gt;&gt;No accident&lt;&lt;,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"6,779",na,"222 Steeles Ave West, Thornhill, ON, L4J 1A1"
1678,Ram,2500,2019,"$68,995",White,Limited,Used,Pickup Truck,Other,Automatic,Other,"81,000",na,na
1679,Ford,F-150,2014,"$20,995",Blue,4WD SuperCab 145,Used,Pickup Truck,Front-wheel drive (FWD),Automatic,Other,"144,000",https://www.carproof.com/order?ref=kijiji&vin=1FTEX1EM6EFB21025,na
1680,Nissan,Rogue,2018,"$23,990",White,SL AWD NAVI LEATHER PANO/ROOF B/SPOT CAMERA,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"95,037",na,na
1681,Honda,Pilot,2018,"$38,597",Grey,EX-L RES AWD|8PASS.|REARSCREEN|LEATHER|SUNROOF|ECO,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"70,574",na,na
1682,Hyundai,Elantra,2020,"$21,990",White,"Preferred w/ CarPlay & Android Auto, Heated Front Seats",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"81,685",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
1683,Chevrolet,Volt,2018,"$25,800",White,LT,Used,Hatchback,Front-wheel drive (FWD),Automatic,Hybrid-Electric,"88,399",na,"1875 Saint Joseph Boulevard, Ottawa, ON, K1C 7J2"
1684,Land Rover,Range Rover Sport,2017,"$48,987",White,HSE|V6SUPERCHARGED|4WD|NAV|360CAM|PANOROOF|HID|+++,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"91,048",na,na
1685,Toyota,Corolla,2018,"$24,980",Black,na,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"53,521",https://www.carproof.com/order?ref=kijiji&vin=2T1BURHE7JC073794,na
1686,Ford,Explorer,2014,"$15,980",Black,4WD 4dr XLT,Used,"SUV, Crossover",4 x 4,Automatic,Other,"225,331",https://www.carproof.com/order?ref=kijiji&vin=1FM5K8D84EGA05064,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1687,Ford,Focus,2018,"$19,490",Silver,Titanium,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"115,597",https://www.carproof.com/order?ref=kijiji&vin=1FADP3N21JL290067,na
1688,Volkswagen,Atlas,2019,"$41,990",Black,R-Line,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"79,271",https://www.carproof.com/order?ref=kijiji&vin=1V2RR2CA3KC543422,na
1689,Honda,HR-V,2020,"$34,288",White,LX,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"18,455",na,"3400 Dufferin Street, Toronto, ON, M6A 2V1"
1690,Kia,Rio,2009,"$4,800",White,na,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"133,000",na,na
1691,Nissan,Rogue,2019,"$25,889",Blue,SV,Used,Other,Other,Automatic,Other,"81,425",na,"212 Lakeshore Road West, Mississauga, ON, L5H 1G6"
1692,Subaru,Outback,2011,"$11,500",Brown,2.5i LIMITED AWD BLUETOOTH PWR HEAT LEATHER SUNROOF PARK ASSIST...MINT,Used,Wagon,All-wheel drive (AWD),Automatic,Gasoline,"211,000",https://www.carproof.com/order?ref=kijiji&vin=4S4BRGKC9B3404264,na
1693,Ford,F-150,2021,"$63,995",White,LARIAT 4WD|SUPERCREW|NAV|BOAUDIO|LEATHER|WOOD|+++,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"26,847",na,na
1694,Ford,EcoSport,2018,"$20,999",Blue,"SE MODEL, SUNROOF, REARVIEW CAMERA, NAVIGATION, BL",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"76,517",https://www.carproof.com/order?ref=kijiji&vin=MAJ3P1TE1JC160044,"3675 Keele Street, Toronto, ON, M3J 1M6"
1695,Nissan,Murano,2017,"$25,195",Blue,SV,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"78,616",na,"1670 Upper James Street, Hamilton, ON, L9B 1K5"
1696,Volkswagen,Tiguan,2019,"$23,480",White,Trendline 4MOTION,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"136,465",https://www.carproof.com/order?ref=kijiji&vin=3VV0B7AX7KM014705,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1697,BMW,X1,2012,"$15,995",White,28i XDRIVE AWD BLUETOOTH PWR HEAT LEATHER PANO ROOF....MINT COND.,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"121,000",https://www.carproof.com/order?ref=kijiji&vin=WBAVL1C52CVR81415,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
1698,Dodge,Journey,2015,"$9,999",Blue,"SE PLUS MODEL, 4CYL 2.4 LITER, 7 PASSENGER",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"187,429",https://www.carproof.com/order?ref=kijiji&vin=3C4PDCABXFT658618,na
1699,Dodge,Journey,2016,"$13,500",Grey,"R/T Fully LOADED, TOP Of The Line, Leather, NAVIGATION, Rear view Camera, Remote Starter,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"203,000",na,na
1700,Kia,Forte,2019,"$21,990",Grey,EX,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"119,187",https://www.carproof.com/order?ref=kijiji&vin=3KPF54AD1KE129332,na
1701,Nissan,Murano,2017,"$25,888",Black,SL AWD|PANO-ROOF|360 CAM-NAVI|CLEAN CARFAX|PUSH START BUTTON,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"94,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AZ2MH0HN197588,na
1702,Toyota,RAV4,2018,"$27,990",White,LE,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"66,931",https://www.carproof.com/order?ref=kijiji&vin=2T3ZFREV4JW520455,"2115 Lawrence Avenue East, Scarborough, ON, M1R 2Z8"
1703,Ram,1500,2011,"$17,499",Blue,Laramie,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"156,911",https://www.carproof.com/order?ref=kijiji&vin=1D7RV1CT5BS508465,"1862 St Clair Ave West, Toronto, ON, M6N 1J8"
1704,Honda,Civic,2019,"$28,484",Blue,na,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"84,411",na,na
1705,Toyota,Tundra,2013,"$24,500",Grey,4WD Double Cab 146 5.7L SR5,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"173,904",https://www.carproof.com/order?ref=kijiji&vin=5TFUY5F14DX281515,na
1706,Other,Other,2016,"$19,995",Grey,S 2.0 TSI LOW KMS/NO ACCIDENTS/LEATHER*,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"68,103",https://www.carproof.com/order?ref=kijiji&vin=WVGAV7AX0GW522219,na
1707,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1708,Ram,1500,2017,"$29,995",White,4WD Crew Cab 140.5,Used,Pickup Truck,4 x 4,Automatic,Other,"148,494",https://www.carproof.com/order?ref=kijiji&vin=3C6RR7KT1HG546687,"4226 Kingston Road, Toronto, ON, M1E 2M6"
1709,Ford,Edge,2018,"$28,495",Black,SEL,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"45,038",na,na
1710,Hyundai,Genesis,2015,"$21,500",Black,LUXURY EDT AWD NAVI BT REV CAM LEATHER...LOW KMS...MINT,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"92,000",https://www.carproof.com/order?ref=kijiji&vin=KMHGN4JE8FU040082,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
1711,Chevrolet,Cruze,2018,"$21,999",Grey,LT Auto,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"72,645",na,na
1712,Volkswagen,Tiguan,2018,"$24,990",Blue,Comfortline 4MOTION,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"133,000",https://www.carproof.com/order?ref=kijiji&vin=3VV2B7AX6JM154624,na
1713,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1714,Volvo,XC90,2019,"$39,999",Blue,Momentum | 7 PASSENGER | NEW TIRES,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"74,100",https://www.carproof.com/order?ref=kijiji&vin=YV4A22PK8K1420195,"935 Woodlawn Road West, Guelph, ON, N1K 1B7"
1715,Honda,Accord,2018,"$30,950",White,TOURING | Nav | Leather | Sunroof | ACC | HUD,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"86,000",na,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
1716,Toyota,Corolla,2019,"$21,999",Red,"CE MODEL, REARVIEW CAMERA, BLUETOOTH, HEATED SEATS",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"133,962",https://www.carproof.com/order?ref=kijiji&vin=2T1BURHE2KC240970,"3675 Keele Street, Toronto, ON, M3J 1M6"
1717,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1718,BMW,M4,2020,"$85,995",White,RWD|COUPE|CARBONROOF|CARBONINTERIOR|NAV|HKAUDIO|++,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"15,993",na,na
1719,Volkswagen,Jetta,2019,"$19,990",Grey,COMFORTLINE AUTO H/SEATS A/CARPLAY CAMERA,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"115,918",na,"1235 Finch Ave. W., Toronto, ON, M3J 2G4"
1720,Hyundai,Elantra,2019,"$22,750",Red,SEL/Value Edition/Limited/Preferred,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"92,046",na,"4656 Kingston Road, Scarborough, ON, M1E 2P9"
1721,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1722,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1723,Honda,Civic,2018,"$25,500",Red,EX-T SUNROOF CAMERA A/CARPLAY B/SPOT L/ASSISST,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"98,362",https://www.carproof.com/order?ref=kijiji&vin=2HGFC1F4XJH107136,na
1724,Honda,Civic,2020,"$30,988",Grey,SPORT | HONDA PLUS WARRANTY,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"22,686",na,na
1725,Nissan,Rogue,2011,"$10,950",Black,SL AWD BT NAVI REV CAM LEATHER SUNROOF...NICE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"190,000",https://www.carproof.com/order?ref=kijiji&vin=JN8AS5MV4BW260312,na
1726,Chevrolet,Cruze,2016,"$18,780",Blue,4dr Sdn Auto LS,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"14,928",https://www.carproof.com/order?ref=kijiji&vin=1G1BC5SM9G7295168,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
1727,Ford,Escape,2022,"$40,987",Black,SEL +AWD+PARKING SENSORS+BLIS+HEATED STEERING,Used,Other,Other,Automatic,Other,"10,556",na,"2062 Weston Road, Toronto, ON, M9N 1X5"
1728,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1729,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1730,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1731,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1732,Lincoln,Other,2019,"$31,999",Gold,Reserve,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"91,370",na,na
1733,Nissan,370Z,2020,"$36,888",White,Bluetooth | Backup Cam | 6- Speed,Used,Sedan,Rear-wheel drive (RWD),Manual,Gasoline,"21,038",https://www.carproof.com/order?ref=kijiji&vin=JN1AZ4EH5LM821076,"1515 Upper James Street, Hamilton, ON, L9B 1K2"
1734,Honda,Odyssey,2018,"$39,987",Black,EX-L|8PASSENGER|POWERDOORS|REARSCREEN|LEATHER|+++,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"70,119",na,na
1735,Mazda,3,2011,"$5,500",Red,na,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"277,000",https://www.carproof.com/order?ref=kijiji&vin=JM1BL1UF2B1410526,na
1736,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1737,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1738,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1739,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1740,Audi,A4,2017,"$24,995",Black,Progressiv | AWD | Navi | Sunroof,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"93,543",na,na
1741,Ram,1500,2019,"$47,995",White,Big Horn|4X4|V8HEMI|CREW|LEERBOX|NAV|HDWHEELS|LED|,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"68,207",na,"100 Toro Road, North York, ON, M3J 2A9"
1742,Infiniti,QX60,2018,"$34,250",Black,AWD 7 PASS NAVI LEATHER SUNROOF  P/TAILGATE B/SPOT,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"43,168",https://www.carproof.com/order?ref=kijiji&vin=5N1DL0MMXJC521235,na
1743,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1744,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
1745,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1746,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,"2851 Eglinton Avenue East, Toronto, ON, M1J 2E2"
1747,Jaguar,XE,2017,"$30,990",White,Prestige,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"66,046",https://www.carproof.com/order?ref=kijiji&vin=SAJAK4BN5HA957648,na
1748,Porsche,Cayenne,2016,"$35,995",Black,DIESEL PLATINUM NAVI PANO ROOF B/U CAM LKA BSM,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"213,754",https://www.carproof.com/order?ref=kijiji&vin=WP1AF2A20GLA40178,"4490 Chesswood Drive, Unit 1, North York, ON, M3J 2B9"
1749,Mercedes-Benz,E-Class,2013,"$20,777",Grey,E 350 Wagon 4MATIC,Used,Wagon,All-wheel drive (AWD),Automatic,Gasoline,"148,052",https://www.carproof.com/order?ref=kijiji&vin=WDDHH8JB0DA718910,na
1750,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1751,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,na
1752,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
1753,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,na
1754,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,na
1755,Chevrolet,Silverado 1500,2017,"$26,995",Red,4WD Crew Cab,Used,Pickup Truck,Front-wheel drive (FWD),Automatic,Other,"168,000",https://www.carproof.com/order?ref=kijiji&vin=3GCUKNEC8HG139800,na
1756,Dodge,Grand Caravan,2017,"$19,995",White,Crew,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"131,410",na,"78 Mill Street West, Tilbury, ON, N0P 2L0"
1757,Acura,MDX,2014,"$19,995",Black,ELITE TECH PKG SHAWD 7 SEATS NAVI BT CAM LOADED....MINT,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"205,000",https://www.carproof.com/order?ref=kijiji&vin=5FRYD4H8XEB502014,"1830 Lawrence Avenue East, Toronto, ON, M1R 2Y2"
1758,Porsche,Macan,2018,"$60,999",Red,GTS AWD 20\ WHEELS LOADED TO THE gills!!!!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"31,200",https://www.carproof.com/order?ref=kijiji&vin=WP1AG2A55JLB63893,"1100 Finch Avenue West Unit 11D, Toronto, ON, M3J 2E2"
1759,Infiniti,G37x,2010,"$6,500",na,na,Used,Sedan,na,na,na,"177,000",na,"72 Verne Cres, Toronto, M1B 2X1"
1760,Honda,Accord,2015,"$18,999",Black,EX-L V6 Coupe AT NAVI LEATHER SUNROOF Camera,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,Gasoline,"152,250",na,"17 Tangiers Road, North York, ON, M3J 2B1"
1761,Ford,F-250,2013,"$22,999",White,Extended Cab Short Box 4WD,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"190,458",na,na
1762,Dodge,Challenger,2018,"$54,777",Purple,R/T 392 6.4L SRT T/A PKG 485HP |BREMBO|HARMAN,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Gasoline,"39,200",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZFJ2JH296811,na
1763,Nissan,Rogue,2015,"$17,395",White,S 2WD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"78,395",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MT8FC905584,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
1764,Jeep,Grand Cherokee,2023,"$83,310",Other,SUMMIT,New,"SUV, Crossover",Other,Automatic,Gasoline,na,na,"2851 Eglinton Avenue East, Toronto, ON, M1J 2E2"
1765,Acura,MDX,2017,"$29,780",Black,SH-AWD 4dr Nav Pkg,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"163,527",https://www.carproof.com/order?ref=kijiji&vin=5FRYD4H42HB500419,na
1766,Nissan,Other,2019,"$21,988",Blue,"S FWD, Auto, Bluetooth, Rear Camera, New Tires and More!",Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"80,000",na,"5055 Whitelaw Road, Guelph, ON, N1H 6J4"
1767,Tesla,Model X,2016,"$69,995",Silver,90D|6PASSENGER|NAV|BIODEFENSE|HIGHWAYAUTOPILOT|+++,Used,"SUV, Crossover",Other,na,Electric,"157,635",na,na
