,brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
234,Ford,Mustang,2004,"$25,000",na,na,Used,Convertible,Rear-wheel drive (RWD),Manual,na,"83,000",na,"Scarborough, ON M1E"
235,Infiniti,EX35,2012,"$12,900",White,TOURING,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"1,280,000",na,"Scarborough, ON M1E 2M7"
236,Ford,Other,2017,"$42,488",White,E-450 - 16Ft Box + Ramp - ALL SERVICE RECORDS,Used,"Minivan, Van",Rear-wheel drive (RWD),na,Gasoline,"135,000",na,"80 Toro Road, Toronto, ON, M3J 2A8"
237,Mercedes-Benz,C-Class,2013,"$15,895",White,C350 4MATIC Sport Sedan,Used,Sedan,4 x 4,Automatic,Other,"130,603",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8JB3DA766743,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
238,Dodge,Power Ram 1500,2010,na,Blue,Slt Hemi,Used,Pickup Truck,4 x 4,Automatic,Gasoline,187,na,"Toronto, ON M4Y 1X7"
239,Kia,Optima,2015,"$8,995",Grey,Navigation Leather Panoramic Sunroof One Owner Clean Carfax,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"221,000",https://www.carproof.com/order?ref=kijiji&vin=Knagn4a71f5555261,na
240,BMW,X5,2009,"$7,000",na,Diesel,Used,"SUV, Crossover",na,na,na,"235,000",na,na
241,Audi,A4,2016,"$18,950",White,Komfort plus,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"151,738",https://www.carproof.com/order?ref=kijiji&vin=WAUBFCFL7GN007449,na
242,Audi,A5,2010,"$18,990",Black,Premium,Used,Convertible,na,Automatic,Gasoline,"137,200",na,na
243,Scion,Other,2016,"$13,500",Silver,4dr HB,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"167,094",https://www.carproof.com/order?ref=kijiji&vin=JTNKARJEXGJ520260,"4 Vanley Cres., North York, ON, M3J 2B8"
244,Toyota,Camry,2018,"$28,450",Black,XSE | HUD | Leather | Sunroof | ACC | LaneKeep,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"119,000",na,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
245,Pontiac,Solstice,2007,"$27,988",Yellow,GXP 2dr Convertible GXP,Used,Convertible,Rear-wheel drive (RWD),na,Gasoline,"19,076",na,na
246,Ford,Other,2013,"$27,979",White,E-450 SUPER DUTY!!! 16FT BOX!!! LOW KMS!!!,Used,Other,Rear-wheel drive (RWD),Automatic,Gasoline,"116,569",https://www.carproof.com/order?ref=kijiji&vin=1FDXE4FL0DDA86462,na
247,BMW,4-Series,2018,"$44,999",Red,"440i xDrive Cabriolet  M SPORT, NAVIGATION",Used,Convertible,All-wheel drive (AWD),Automatic,Gasoline,"50,473",https://www.carproof.com/order?ref=kijiji&vin=WBA4Z7C53JEA33411,"1100 Finch Avenue West Unit 11D, Toronto, ON, M3J 2E2"
248,GMC,Sierra 1500,2015,"$23,975",White,"SLT,4X4,NAV,SUNROOF CREWCAB",Used,Pickup Truck,4 x 4,Automatic,Gasoline,"251,881",https://www.carproof.com/order?ref=kijiji&vin=3GTU2VEC5FG299307,na
249,Toyota,Matrix,2010,"$3,000",White,Yes,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"320,000",na,"Toronto, ON M6E"
250,Ford,Escape,2010,"$5,399",na,na,Used,"SUV, Crossover",na,na,na,"175,000",na,na
251,Lexus,RX,2021,"$61,000",na,RX 450h,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Hybrid-Electric,"10,000",https://www.carproof.com/order?ref=kijiji&vin=2T2JGMDA1MC061102,na
252,Nissan,Rogue,2015,"$17,590",Blue,"SL AWD w/ SL Premium Package, Navi, Bose Audio",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"130,621",na,na
253,Hyundai,Sonata,2011,"$4,500",na,na,Used,Sedan,na,na,na,"185,000",na,na
254,Chevrolet,Malibu,2017,"$12,800",Red,LT,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"163,000",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST7HF269949,na
255,Ford,Other,2017,"$40,888",White,E-450 - 16Ft Box - Ramp - Gasoline,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"159,000",na,"80 Toro Road, Toronto, ON, M3J 2A8"
256,Ford,F-150,2018,"$25,900",White,V8 4X4 SUPERCREW 5.5' BOX-CAMERA-BLUETOOTH-1 OWNER!,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"170,000",na,"16 Milford Avenue, Toronto, ON, M6M 2V8"
257,Lexus,Other,2017,"$28,495",Grey,300 AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"101,856",https://www.carproof.com/order?ref=kijiji&vin=JTHCM1D24H5021580,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
258,Acura,TL,2005,"$5,000",na,na,Used,Sedan,na,na,na,"300,000",na,na
259,Hyundai,Elantra,2016,"$11,499",Grey,GLS,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"149,030",https://www.carproof.com/order?ref=kijiji&vin=KMHDH4AH2GU492177,"6515 KINGSTON RD, Scarborough, ON, M1C 1L5"
260,Land Rover,Range Rover Evoque,2013,"$19,950",Red,Pure,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"160,155",https://www.carproof.com/order?ref=kijiji&vin=SALVT2BG0DH780598,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
261,Nissan,MICRA,2018,"$9,900",Grey,"SR, ALLOY WHEELS",Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"154,000",na,"Unit 14B-4610 Dufferin Street, North York,, ON, M3H 5S4"
262,BMW,Z4,2006,"$18,500",na,na,Used,Coupe (2 door),na,na,na,"117,000",na,na
263,Honda,Civic,2018,"$18,950",Black,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"217,899",na,"3264 Danforth Avenue, Toronto, ON, M1L 1C3"
264,Ford,Mustang,2004,"$25,000",na,na,Used,Convertible,Rear-wheel drive (RWD),Manual,na,"83,000",na,na
265,Infiniti,EX35,2012,"$12,900",White,TOURING,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"1,280,000",na,na
266,Ford,Other,2017,"$42,488",White,E-450 - 16Ft Box + Ramp - ALL SERVICE RECORDS,Used,"Minivan, Van",Rear-wheel drive (RWD),na,Gasoline,"135,000",na,"80 Toro Road, Toronto, ON, M3J 2A8"
267,Mercedes-Benz,C-Class,2013,"$15,895",White,C350 4MATIC Sport Sedan,Used,Sedan,4 x 4,Automatic,Other,"130,603",https://www.carproof.com/order?ref=kijiji&vin=WDDGF8JB3DA766743,na
268,Dodge,Power Ram 1500,2010,na,Blue,Slt Hemi,Used,Pickup Truck,4 x 4,Automatic,Gasoline,187,na,na
269,Kia,Optima,2015,"$8,995",Grey,Navigation Leather Panoramic Sunroof One Owner Clean Carfax,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"221,000",https://www.carproof.com/order?ref=kijiji&vin=Knagn4a71f5555261,"3406 Kingston Road, Toronto, ON, M1M 1R2"
